	Overall	Adherence to Prompt	Clarity of Thesis	Strength of Argument	Development	Organization	Coherence	Cohesion	Sentence Structure	Vocabulary	Technical Quality
SWUL1004	[2.5, 2.5]	[4.0, 4.0]	[2.5, 2.0]	[2.5, 2.0]	[3.0, 3.5]	[2.0, 2.0]	[2.5, 2.0]	[2.5, 2.5]	[3.0, 2.0]	[2.5, 2.5]	[3.0, 3.0]
ITRS1005	[2.5, 2.5]	[4.0, 4.0]	[2.5, 2.0]	[3.0, 3.5]	[2.5, 2.0]	[3.0, 2.5]	[3.0, 2.0]	[2.0, 1.5]	[3.0, 3.5]	[3.0, 4.0]	[2.5, 2.0]
SPM07017	[2.5, 2.5]	[3.0, 3.0]	[2.0, 2.0]	[2.5, 2.5]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[2.5, 2.5]
DBAN3020	[2.5, 2.0]	[3.5, 4.0]	[4.0, 4.0]	[2.5, 3.5]	[2.5, 2.5]	[2.5, 3.0]	[2.0, 1.0]	[2.0, 1.5]	[2.5, 2.0]	[2.5, 2.0]	[2.5, 3.0]
RUMO7062	[3.0, 3.5]	[3.5, 3.0]	[2.5, 2.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[2.0, 2.0]	[2.5, 2.0]	[2.5, 2.5]	[3.0, 2.5]	[2.5, 2.5]
NOHO1043	[2.5, 3.0]	[2.5, 2.0]	[2.5, 1.5]	[3.0, 3.0]	[2.5, 3.0]	[2.5, 2.0]	[2.5, 3.0]	[3.0, 3.0]	[2.5, 3.0]	[2.5, 2.5]	[2.5, 3.0]
SPM03012	[2.5, 3.0]	[3.5, 4.0]	[3.0, 2.0]	[2.5, 3.0]	[2.5, 2.0]	[2.0, 2.0]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[2.5, 2.0]	[3.0, 3.0]
POPZ1045	[3.0, 3.5]	[4.0, 4.0]	[3.0, 2.5]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 2.5]	[3.0, 3.0]	[3.0, 2.5]
FIJY1062	[3.0, 2.5]	[3.5, 4.0]	[2.5, 2.0]	[3.0, 2.0]	[3.0, 2.5]	[3.5, 4.0]	[3.0, 2.0]	[2.5, 2.5]	[3.0, 2.5]	[3.0, 2.5]	[2.5, 2.0]
NOUO1087	[3.5, 2.5]	[4.0, 3.0]	[4.0, 3.0]	[3.5, 3.0]	[3.5, 2.5]	[3.5, 3.0]	[3.0, 3.0]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[3.5, 2.0]
DBAN3027	[3.5, 3.5]	[3.5, 3.0]	[3.5, 3.5]	[2.5, 2.5]	[2.5, 2.0]	[3.5, 3.0]	[3.5, 3.5]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[3.5, 4.0]
DBAN2002	[3.0, 2.5]	[3.0, 2.5]	[3.0, 2.0]	[3.0, 3.5]	[3.0, 3.0]	[2.5, 2.0]	[2.5, 1.5]	[3.0, 3.5]	[3.0, 3.0]	[3.0, 3.0]	[2.5, 2.0]
BGSU1232	[2.5, 2.5]	[3.0, 3.0]	[3.0, 2.5]	[2.5, 3.0]	[2.5, 3.0]	[3.0, 3.5]	[3.5, 3.5]	[3.0, 3.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]
DBAN1006	[3.0, 3.0]	[4.0, 4.0]	[4.0, 4.0]	[3.0, 3.5]	[3.0, 3.0]	[3.0, 3.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]
TSNO1486	[2.0, 1.5]	[3.0, 3.0]	[2.5, 3.0]	[2.0, 2.0]	[2.5, 2.5]	[3.0, 3.0]	[2.0, 2.0]	[2.0, 2.0]	[2.5, 3.5]	[2.5, 3.0]	[1.5, 1.0]
TRME3029	[3.5, 3.5]	[4.0, 4.0]	[4.0, 4.0]	[3.0, 3.5]	[3.0, 2.5]	[3.5, 3.0]	[3.5, 4.0]	[3.5, 4.0]	[3.0, 3.0]	[3.0, 2.5]	[3.5, 3.0]
CZPR4013	[3.0, 3.5]	[3.5, 4.0]	[3.0, 2.0]	[2.0, 2.0]	[2.5, 2.0]	[3.0, 3.5]	[3.5, 4.0]	[2.0, 2.0]	[2.5, 2.0]	[3.0, 2.5]	[3.0, 3.0]
CZPR3049	[2.5, 2.5]	[3.0, 2.0]	[4.0, 4.0]	[3.0, 2.0]	[3.0, 2.5]	[2.0, 2.0]	[3.0, 4.0]	[2.0, 2.5]	[3.0, 3.0]	[3.0, 2.5]	[2.0, 1.5]
DBAN2019	[3.5, 3.5]	[4.0, 4.0]	[4.0, 4.0]	[3.0, 2.5]	[3.5, 3.0]	[3.5, 3.0]	[3.5, 4.0]	[2.5, 2.5]	[3.5, 4.0]	[3.0, 3.0]	[3.0, 3.0]
BGSU1261	[2.5, 2.5]	[3.5, 4.0]	[2.0, 1.5]	[2.0, 2.0]	[3.0, 3.5]	[2.5, 2.0]	[3.0, 3.5]	[2.5, 2.5]	[2.5, 2.5]	[3.0, 2.0]	[2.5, 2.0]
ITRS2033	[3.5, 2.0]	[3.5, 2.5]	[2.0, 2.0]	[2.5, 2.5]	[2.5, 2.5]	[3.0, 2.0]	[2.0, 2.0]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 2.0]	[3.0, 2.5]
TRME3019	[3.5, 3.0]	[3.5, 3.0]	[3.5, 3.5]	[3.0, 3.0]	[3.5, 3.0]	[3.5, 3.0]	[4.0, 3.0]	[3.5, 2.5]	[3.5, 3.0]	[4.0, 3.0]	[3.5, 2.5]
FIAB1007	[3.0, 2.0]	[4.0, 1.5]	[3.0, 2.0]	[3.0, 2.0]	[3.0, 3.0]	[3.5, 3.0]	[3.5, 3.0]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 2.5]	[3.0, 3.0]
FRUB1022	[3.5, 3.0]	[4.0, 4.0]	[3.5, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.5, 3.0]	[3.5, 3.0]	[4.0, 4.0]	[4.0, 4.0]
TRCU1049	[2.5, 2.5]	[3.0, 2.0]	[3.0, 3.5]	[2.5, 3.0]	[2.0, 2.0]	[2.5, 2.5]	[2.0, 2.0]	[2.0, 2.0]	[2.0, 2.0]	[2.0, 2.5]	[2.0, 2.0]
FRUB2009	[2.5, 2.5]	[4.0, 4.0]	[2.5, 2.0]	[2.0, 2.0]	[3.0, 3.0]	[2.5, 2.0]	[3.0, 3.0]	[3.0, 3.0]	[3.5, 3.5]	[3.5, 4.0]	[3.5, 3.5]
FRUB2019	[3.0, 2.5]	[3.5, 4.0]	[4.0, 4.0]	[3.0, 3.5]	[3.0, 2.5]	[3.5, 3.5]	[3.5, 4.0]	[3.0, 3.5]	[3.0, 2.5]	[3.5, 3.5]	[3.0, 2.5]
NOUO2021	[3.0, 3.0]	[4.0, 4.0]	[2.5, 2.0]	[3.0, 3.5]	[3.0, 2.5]	[3.0, 2.5]	[3.0, 2.5]	[3.0, 2.0]	[3.0, 2.5]	[3.5, 4.0]	[3.5, 4.0]
SPM04039	[3.0, 2.5]	[4.0, 4.0]	[3.0, 2.0]	[3.0, 3.5]	[3.0, 3.5]	[3.0, 2.5]	[2.5, 2.0]	[3.0, 2.5]	[3.0, 2.5]	[3.5, 3.5]	[2.0, 1.5]
BGSU1015	[2.5, 2.5]	[3.0, 2.5]	[2.5, 2.5]	[2.5, 2.5]	[3.0, 3.0]	[2.5, 2.0]	[3.5, 3.5]	[2.5, 2.5]	[2.5, 3.0]	[3.0, 3.0]	[3.5, 3.5]
TRCU1071	[2.5, 3.0]	[3.0, 2.0]	[3.0, 3.0]	[2.5, 2.0]	[3.0, 3.0]	[2.0, 2.0]	[2.5, 2.0]	[2.0, 2.0]	[2.5, 3.0]	[2.5, 3.0]	[2.5, 2.5]
FRUC3003	[3.5, 3.5]	[3.5, 3.0]	[4.0, 4.0]	[3.0, 3.0]	[3.5, 3.5]	[3.0, 3.0]	[3.5, 3.5]	[3.0, 3.0]	[3.0, 3.0]	[3.5, 3.5]	[3.0, 3.0]
TRCU1172	[2.5, 2.5]	[4.0, 4.0]	[3.5, 4.0]	[2.0, 2.0]	[2.5, 2.5]	[2.5, 2.5]	[3.0, 3.0]	[2.0, 2.0]	[3.0, 2.5]	[3.0, 2.5]	[2.5, 2.5]
BGSU1042	[2.5, 2.5]	[2.5, 2.0]	[2.5, 2.0]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[2.5, 2.0]	[3.0, 3.0]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.0]
SPM05016	[2.5, 2.5]	[3.0, 3.5]	[2.5, 2.0]	[2.5, 2.5]	[2.5, 2.0]	[2.5, 2.5]	[3.0, 3.0]	[2.5, 2.5]	[2.5, 2.5]	[3.0, 2.0]	[2.5, 3.0]
ITVE3003	[3.5, 3.0]	[4.0, 4.0]	[3.5, 4.0]	[3.5, 3.0]	[3.0, 3.0]	[3.5, 3.0]	[3.5, 3.0]	[3.5, 4.0]	[3.5, 3.5]	[3.5, 3.5]	[3.0, 3.0]
SPM04002	[3.0, 2.5]	[4.0, 3.0]	[3.0, 2.0]	[2.5, 2.0]	[3.0, 2.0]	[2.0, 2.0]	[3.0, 2.0]	[3.0, 3.0]	[3.5, 2.0]	[3.5, 3.0]	[3.5, 2.0]
NOBE1008	[3.0, 3.0]	[4.0, 3.0]	[3.0, 3.0]	[2.5, 2.0]	[3.5, 3.0]	[3.0, 3.0]	[3.5, 3.0]	[3.5, 3.0]	[3.0, 3.0]	[3.5, 3.0]	[3.5, 3.0]
BGSU1139	[2.5, 2.5]	[2.5, 2.0]	[3.0, 2.0]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 2.5]	[3.0, 2.5]	[3.0, 2.5]	[2.0, 2.0]	[3.0, 2.0]	[3.0, 2.0]
FRUB2018	[2.5, 2.5]	[4.0, 4.0]	[2.5, 2.0]	[3.0, 2.0]	[3.0, 3.0]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.5, 4.0]
BGSU1080	[3.0, 3.0]	[3.5, 3.0]	[3.0, 2.5]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.5, 3.5]	[3.0, 3.0]
RUMO5042	[3.5, 3.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 2.5]	[3.0, 3.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.5, 3.0]	[3.5, 3.5]
DBAN3070	[3.0, 3.0]	[4.0, 3.0]	[3.0, 2.0]	[3.0, 2.5]	[3.0, 3.0]	[3.5, 3.0]	[3.5, 3.0]	[3.0, 2.5]	[3.5, 3.0]	[3.5, 3.5]	[3.5, 3.0]
CNUK1007	[2.0, 2.5]	[2.0, 1.0]	[2.0, 2.0]	[2.0, 2.5]	[2.0, 2.0]	[2.5, 2.0]	[3.0, 3.0]	[3.0, 3.0]	[2.0, 2.0]	[2.0, 2.0]	[2.0, 2.0]
FIHE1024	[4.0, 4.0]	[4.0, 3.0]	[4.0, 3.0]	[4.0, 3.0]	[3.5, 3.0]	[4.0, 3.0]	[4.0, 3.0]	[3.5, 3.5]	[3.5, 3.5]	[3.5, 3.0]	[3.5, 3.0]
DBAN2039	[3.5, 3.0]	[4.0, 3.0]	[3.0, 3.0]	[3.0, 2.5]	[3.0, 3.0]	[3.0, 2.0]	[3.5, 2.5]	[3.5, 3.0]	[3.0, 3.0]	[4.0, 3.0]	[4.0, 3.0]
FRUC3053	[2.5, 3.0]	[2.0, 1.0]	[3.0, 4.0]	[3.0, 3.5]	[3.0, 3.5]	[2.5, 3.0]	[3.0, 3.5]	[2.5, 3.0]	[3.0, 3.5]	[3.0, 3.5]	[3.0, 3.5]
RUMO5024	[3.0, 3.0]	[2.5, 2.5]	[2.0, 2.0]	[2.5, 2.0]	[3.0, 2.5]	[3.0, 2.0]	[3.0, 2.0]	[2.0, 2.0]	[2.0, 1.5]	[3.0, 2.0]	[3.0, 4.0]
BGSU1023	[3.0, 3.0]	[4.0, 3.0]	[4.0, 3.5]	[3.0, 3.0]	[3.0, 2.5]	[3.5, 3.0]	[3.5, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.5, 3.0]
CNUK1110	[3.5, 3.5]	[4.0, 4.0]	[4.0, 4.0]	[3.0, 2.5]	[3.5, 3.5]	[4.0, 4.0]	[4.0, 4.0]	[3.5, 4.0]	[3.0, 2.5]	[4.0, 4.0]	[3.0, 3.0]
RUMO2007	[2.5, 2.0]	[3.0, 2.0]	[3.0, 2.5]	[2.5, 2.0]	[2.0, 2.0]	[2.5, 2.0]	[2.5, 2.0]	[2.0, 2.0]	[2.5, 2.0]	[3.0, 3.0]	[3.0, 2.5]
NOHO1004	[2.5, 2.5]	[3.5, 3.0]	[3.5, 4.0]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[3.5, 3.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]
CNUK4033	[2.0, 2.0]	[3.0, 2.0]	[2.0, 2.0]	[1.5, 1.5]	[2.0, 2.0]	[2.5, 2.0]	[2.0, 2.5]	[2.0, 1.5]	[3.0, 3.0]	[2.0, 1.5]	[2.0, 2.0]
SWUL1001	[2.5, 2.5]	[3.0, 2.5]	[2.0, 2.0]	[2.5, 2.5]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 2.5]	[2.5, 2.5]	[2.5, 2.5]	[2.5, 2.0]	[2.5, 2.0]
DBAN2029	[3.0, 2.5]	[4.0, 2.0]	[4.0, 2.0]	[3.0, 2.0]	[3.0, 2.5]	[3.0, 2.0]	[3.5, 2.5]	[2.5, 2.5]	[3.0, 2.0]	[2.5, 2.0]	[3.0, 2.0]
BGSU1187	[2.5, 2.5]	[4.0, 2.0]	[3.0, 2.5]	[2.5, 2.5]	[3.0, 2.5]	[3.0, 2.5]	[3.0, 2.0]	[3.5, 2.0]	[2.5, 2.5]	[2.5, 2.5]	[3.0, 3.0]
RUMO4014	[3.0, 2.5]	[4.0, 4.0]	[3.0, 2.0]	[2.5, 2.0]	[3.0, 2.0]	[3.0, 2.0]	[3.5, 4.0]	[3.0, 3.5]	[3.5, 3.5]	[3.5, 4.0]	[3.5, 3.5]
NOUO1055	[3.5, 3.0]	[4.0, 4.0]	[3.0, 2.5]	[3.5, 3.0]	[4.0, 4.0]	[3.0, 3.0]	[4.0, 4.0]	[3.0, 3.0]	[3.5, 3.5]	[3.0, 3.0]	[3.5, 3.0]
NOUO1097	[3.0, 3.0]	[3.5, 4.0]	[3.0, 3.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[4.0, 4.0]	[4.0, 4.0]	[4.0, 4.0]	[4.0, 4.0]
SPM04023	[3.0, 3.0]	[3.0, 2.5]	[3.5, 4.0]	[3.0, 4.0]	[3.0, 2.0]	[2.5, 2.0]	[2.5, 2.5]	[3.0, 2.0]	[3.5, 4.0]	[3.0, 2.0]	[3.0, 2.0]
BGSU1065	[3.0, 3.0]	[3.0, 3.5]	[3.0, 3.0]	[2.5, 2.5]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.5, 3.5]	[3.0, 2.5]
BGSU1302	[3.0, 2.5]	[4.0, 2.5]	[3.5, 2.5]	[3.0, 2.5]	[3.0, 1.5]	[3.0, 2.5]	[3.5, 2.5]	[3.0, 2.0]	[3.0, 2.5]	[3.0, 2.5]	[3.5, 2.0]
TSNO1434	[2.0, 1.5]	[2.5, 2.5]	[2.5, 2.0]	[2.0, 2.5]	[2.5, 2.0]	[3.0, 3.0]	[2.0, 2.0]	[2.0, 1.5]	[2.0, 1.5]	[2.5, 2.5]	[2.5, 2.5]
FRUC3015	[2.5, 2.5]	[3.5, 3.0]	[4.0, 4.0]	[3.0, 3.0]	[3.0, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[2.5, 2.5]	[3.0, 2.5]	[2.5, 2.5]
SWUL6003	[2.5, 2.5]	[2.5, 2.5]	[3.0, 1.0]	[2.5, 2.5]	[3.0, 2.5]	[3.0, 2.0]	[3.0, 2.0]	[2.5, 2.0]	[2.5, 2.0]	[2.5, 2.5]	[3.0, 2.0]
SWUL5006	[3.5, 2.5]	[3.5, 3.0]	[4.0, 3.0]	[3.0, 2.5]	[3.0, 2.0]	[2.5, 2.5]	[3.0, 3.0]	[2.5, 2.5]	[2.5, 2.5]	[3.0, 2.5]	[3.0, 2.0]
TSNO1269	[2.5, 3.0]	[2.5, 3.5]	[2.5, 1.0]	[3.0, 3.0]	[3.0, 3.0]	[2.5, 3.0]	[2.5, 1.5]	[2.5, 3.0]	[2.5, 2.5]	[2.5, 2.5]	[2.5, 2.5]
DBAN3068	[3.0, 3.0]	[3.5, 4.0]	[4.0, 4.0]	[2.5, 2.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 2.5]	[2.5, 2.0]	[3.0, 3.0]	[3.0, 3.5]	[3.0, 2.0]
NOAC1010	[3.0, 1.5]	[3.0, 2.0]	[3.0, 2.0]	[3.0, 2.0]	[2.5, 2.5]	[3.0, 2.5]	[3.0, 2.5]	[2.5, 2.0]	[3.0, 3.0]	[3.0, 2.0]	[3.0, 2.0]
SWUL5010	[3.0, 3.0]	[3.0, 2.5]	[3.0, 2.0]	[2.5, 2.5]	[2.5, 2.5]	[3.0, 3.5]	[3.0, 3.0]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 2.5]
FRUL2023	[3.0, 3.0]	[3.5, 2.5]	[3.0, 2.0]	[3.0, 2.5]	[3.0, 3.0]	[3.0, 2.5]	[3.5, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[4.0, 3.0]	[3.5, 3.0]
BGSU1184	[3.5, 2.5]	[3.0, 2.5]	[2.0, 1.5]	[2.5, 2.0]	[3.0, 2.0]	[2.5, 2.0]	[3.5, 3.0]	[3.5, 2.5]	[3.0, 2.5]	[3.0, 2.5]	[3.0, 2.5]
CNUK1171	[2.0, 1.5]	[2.5, 1.5]	[2.0, 2.0]	[2.0, 2.5]	[2.5, 2.5]	[2.0, 2.0]	[2.5, 2.5]	[2.5, 3.0]	[2.5, 3.0]	[2.5, 2.5]	[2.0, 2.0]
CNUK1142	[3.5, 3.5]	[3.5, 3.0]	[4.0, 4.0]	[3.0, 3.0]	[3.0, 3.5]	[3.5, 3.5]	[3.0, 3.0]	[3.0, 3.5]	[3.0, 3.0]	[3.0, 2.5]	[2.5, 2.5]
FIJY1002	[2.5, 2.0]	[3.0, 3.0]	[3.0, 2.0]	[2.5, 3.0]	[2.0, 2.0]	[2.5, 2.5]	[3.0, 3.0]	[2.5, 2.0]	[2.0, 2.0]	[3.0, 3.0]	[3.0, 2.5]
CNUK4012	[3.5, 3.0]	[3.5, 3.0]	[3.5, 2.5]	[3.0, 2.5]	[3.0, 2.5]	[3.0, 3.0]	[3.5, 3.0]	[3.0, 2.0]	[3.0, 2.5]	[3.0, 2.0]	[3.0, 2.0]
RUMO6003	[3.5, 3.5]	[4.0, 4.0]	[4.0, 4.0]	[3.0, 2.0]	[3.5, 3.5]	[3.0, 3.5]	[4.0, 4.0]	[4.0, 4.0]	[3.5, 3.0]	[4.0, 4.0]	[3.5, 3.5]
POPZ1020	[3.0, 3.5]	[4.0, 4.0]	[2.5, 2.0]	[3.0, 3.5]	[2.5, 2.0]	[2.5, 2.0]	[4.0, 4.0]	[3.0, 3.0]	[3.5, 3.5]	[3.0, 2.5]	[3.5, 3.5]
NOHO1046	[3.5, 3.5]	[3.5, 3.0]	[3.5, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.5, 3.5]	[3.5, 3.0]	[3.0, 3.0]	[3.0, 2.5]	[3.0, 3.0]	[3.0, 3.0]
FRUB1015	[3.0, 3.5]	[4.0, 4.0]	[3.0, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]
BGSU1268	[3.0, 2.5]	[3.5, 4.0]	[3.5, 4.0]	[3.0, 2.0]	[3.0, 2.5]	[2.5, 2.0]	[3.0, 2.0]	[2.5, 2.0]	[3.0, 2.5]	[3.5, 3.0]	[2.5, 2.0]
RUMO2004	[3.0, 3.0]	[3.0, 2.5]	[3.0, 4.0]	[2.5, 2.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 2.5]
TSKC1343	[2.0, 2.0]	[1.0, 1.0]	[1.5, 1.5]	[1.5, 1.0]	[2.0, 2.5]	[2.0, 1.5]	[2.5, 2.5]	[1.5, 1.5]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.0]
SPM10002	[3.5, 3.0]	[3.5, 3.5]	[3.5, 4.0]	[3.5, 3.5]	[3.5, 3.0]	[3.5, 3.5]	[3.5, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.5]
CZPR2001	[1.5, 1.5]	[2.0, 1.0]	[2.5, 1.0]	[1.0, 1.0]	[1.0, 1.0]	[1.0, 1.0]	[2.5, 1.0]	[2.5, 1.5]	[2.0, 2.0]	[2.5, 3.0]	[2.5, 3.0]
CNUK2002	[2.5, 3.0]	[2.0, 1.0]	[2.5, 2.0]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.5]	[3.5, 4.0]	[3.0, 3.0]	[2.5, 2.5]	[2.0, 2.0]
SPM04029	[3.0, 1.0]	[4.0, 1.0]	[3.5, 2.0]	[3.5, 2.0]	[3.0, 1.0]	[2.5, 1.5]	[3.5, 1.0]	[3.0, 2.0]	[3.0, 1.0]	[3.5, 2.0]	[3.0, 2.0]
BGSU1035	[3.5, 3.5]	[4.0, 4.0]	[4.0, 4.0]	[3.0, 3.0]	[3.5, 3.0]	[3.0, 3.0]	[3.5, 4.0]	[3.0, 2.5]	[3.0, 2.5]	[3.0, 3.0]	[3.0, 3.0]
SWUL4027	[3.0, 2.5]	[4.0, 2.5]	[3.5, 2.0]	[3.5, 2.5]	[3.0, 2.5]	[3.5, 2.5]	[4.0, 3.0]	[3.0, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 2.0]
FRUC3052	[2.5, 2.5]	[3.0, 2.5]	[3.0, 1.0]	[2.5, 2.0]	[2.5, 2.5]	[2.5, 2.5]	[3.5, 2.0]	[3.0, 2.5]	[3.5, 2.5]	[3.0, 3.0]	[3.0, 3.0]
CNUK1116	[3.0, 3.0]	[3.5, 4.0]	[4.0, 4.0]	[3.0, 2.5]	[3.0, 3.5]	[2.5, 2.5]	[3.0, 2.5]	[3.0, 2.5]	[3.0, 3.5]	[2.5, 2.5]	[2.5, 2.5]
CNUK1055	[3.5, 4.0]	[4.0, 4.0]	[3.5, 3.0]	[3.0, 2.5]	[3.0, 3.0]	[3.5, 3.5]	[3.5, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.5, 3.0]	[3.0, 3.0]
CNUK1144	[3.0, 3.0]	[4.0, 4.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.5, 3.5]	[3.5, 3.5]	[3.5, 3.5]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.0]
BGSU1057	[2.5, 2.0]	[3.0, 3.0]	[3.0, 2.5]	[2.0, 2.0]	[3.0, 3.0]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 2.5]
NOUO1053	[3.5, 4.0]	[3.5, 4.0]	[3.0, 2.0]	[3.0, 2.0]	[3.5, 4.0]	[3.5, 3.5]	[3.5, 4.0]	[3.0, 2.5]	[3.0, 2.5]	[3.5, 3.5]	[3.0, 2.0]
RUMO4028	[3.0, 3.0]	[4.0, 4.0]	[4.0, 4.0]	[2.0, 2.0]	[2.5, 2.5]	[3.0, 3.0]	[3.5, 3.5]	[3.5, 3.5]	[3.5, 3.0]	[4.0, 4.0]	[3.5, 3.0]
RUMO2009	[2.5, 2.5]	[2.5, 2.0]	[2.0, 1.5]	[2.5, 2.0]	[2.5, 2.0]	[3.0, 3.0]	[3.0, 2.5]	[3.0, 3.5]	[3.0, 3.0]	[3.0, 3.0]	[2.5, 2.5]
ITRS2009	[2.5, 2.5]	[3.0, 2.0]	[2.5, 2.5]	[2.0, 2.0]	[2.5, 2.5]	[2.5, 2.5]	[2.5, 2.0]	[2.5, 2.5]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.0]
BGSU1082	[3.0, 2.5]	[3.5, 3.0]	[3.5, 3.0]	[3.0, 3.0]	[2.5, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[4.0, 4.0]	[3.0, 2.5]	[3.0, 2.5]	[3.5, 3.0]
BGSU1078	[3.5, 2.5]	[4.0, 2.0]	[4.0, 2.0]	[3.5, 2.0]	[4.0, 2.5]	[2.5, 2.0]	[4.0, 3.0]	[2.5, 2.0]	[3.5, 2.5]	[3.5, 2.5]	[3.5, 2.5]
SPM03019	[3.0, 2.5]	[3.5, 3.0]	[3.5, 2.0]	[3.0, 2.0]	[2.5, 2.5]	[3.0, 2.0]	[3.0, 2.5]	[2.5, 2.5]	[3.0, 2.5]	[2.5, 2.5]	[2.5, 2.5]
NOAG1013	[2.5, 3.0]	[4.0, 4.0]	[3.0, 2.0]	[3.0, 3.5]	[3.0, 3.0]	[2.5, 3.0]	[2.5, 1.5]	[2.5, 2.0]	[3.0, 4.0]	[3.0, 4.0]	[2.0, 1.5]
TRCU1072	[2.5, 2.5]	[3.0, 2.5]	[3.5, 4.0]	[2.5, 2.0]	[3.0, 3.0]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]
SWUL4004	[2.0, 2.0]	[2.0, 2.0]	[2.5, 2.0]	[2.0, 2.0]	[2.5, 2.5]	[2.0, 2.0]	[2.0, 2.0]	[2.5, 1.5]	[2.5, 2.0]	[2.5, 2.0]	[2.5, 2.5]
RUMO2006	[2.5, 2.5]	[3.0, 3.5]	[2.5, 2.5]	[2.5, 2.5]	[2.5, 3.0]	[2.5, 2.5]	[2.5, 2.0]	[2.5, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]
TRCU1044	[2.5, 3.0]	[4.0, 4.0]	[3.0, 3.5]	[2.5, 2.0]	[2.5, 2.5]	[3.0, 2.5]	[3.0, 3.5]	[2.5, 3.0]	[3.0, 2.5]	[2.5, 2.0]	[2.0, 2.0]
SPM05017	[2.5, 2.5]	[3.5, 3.5]	[2.5, 2.0]	[2.5, 2.5]	[2.5, 3.0]	[2.5, 2.5]	[2.0, 1.5]	[2.0, 1.5]	[3.0, 3.5]	[2.5, 1.5]	[2.5, 1.5]
RUMO8012	[3.0, 3.0]	[4.0, 4.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 2.5]	[3.0, 3.0]	[3.0, 3.0]
